caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,breakup_year_combo,breakup_month_combo,got_married?_new
4290441,4290441_5,qualified,yes,201502.0,still together,,,,,
4291361,4291361_5,qualified,no,,,,,,,
4292206,4292206_5,disqualified,,,,,,,,
4293435,4293435_5,qualified,no,,,,,,,
4294205,4294205_5,disqualified,,,,,,,,
4295471,4295471_5,qualified,no,,,,,,,
4296483,4296483_5,disqualified,,,,,,,,
4297541,4297541_5,qualified,no,,,,,,,
4298443,4298443_5,disqualified,,,,,,,,
4299381,4299381_5,qualified,yes,201412.0,still together,,,,,
4300261,4300261_5,qualified,yes,201412.0,still together,,,,,
4301465,4301465_5,disqualified,,,,,,,,
4302361,4302361_5,qualified,yes,201412.0,still together,,,,,
4304205,4304205_5,disqualified,,,,,,,,
4305691,4305691_5,qualified,no,,,,,,,
4306371,4306371_5,qualified,no,,,,,,,
4307423,4307423_5,disqualified,,,,,,,,
4308551,4308551_5,qualified,yes,201412.0,still together,,,,,
4309505,4309505_5,disqualified,,,,,,,,
4312325,4312325_5,qualified,no,,,,,,,
4313491,4313491_5,qualified,yes,201412.0,still together,,,,,
4314411,4314411_5,qualified,yes,201501.0,still together,,,,,
4315281,4315281_5,qualified,yes,201412.0,still together,,,,,
4316396,4316396_5,qualified,no,,,,,,,
4317556,4317556_5,qualified,yes,201503.0,still together,,,,,no
4318573,4318573_5,qualified,no,,,,,,,
4319416,4319416_5,qualified,yes,201412.0,still together,,,,,no
4320771,4320771_5,qualified,yes,201412.0,still together,,,,,
4321381,4321381_5,qualified,yes,201412.0,broke up,,,2014.0,March,
4322543,4322543_5,qualified,yes,201502.0,still together,,,,,no
4323515,4323515_5,disqualified,,,,,,,,
4324731,4324731_5,qualified,yes,201502.0,still together,,,,,
4325255,4325255_5,qualified,no,,,,,,,
4327613,4327613_5,disqualified,,,,,,,,
4328571,4328571_5,disqualified,,,,,,,,
4329541,4329541_5,qualified,no,,,,,,,
4330621,4330621_5,qualified,no,,,,,,,
4331731,4331731_5,qualified,yes,201412.0,still together,,,,,
4332581,4332581_5,qualified,yes,201412.0,still together,,,,,
4333481,4333481_5,qualified,yes,201412.0,still together,,,,,
4334513,4334513_5,disqualified,,,,,,,,
4335822,4335822_5,disqualified,,,,,,,,
4336615,4336615_5,disqualified,,,,,,,,
4337643,4337643_5,disqualified,,,,,,,,
4338683,4338683_5,disqualified,,,,,,,,
4340431,4340431_5,qualified,no,,,,,,,
4341503,4341503_5,disqualified,,,,,,,,
4342712,4342712_5,disqualified,,,,,,,,
4343316,4343316_5,disqualified,,,,,,,,
4344621,4344621_5,qualified,yes,201412.0,still together,,,,,
4346371,4346371_5,qualified,yes,201412.0,still together,,,,,
4347515,4347515_5,disqualified,,,,,,,,
4349761,4349761_5,qualified,no,,,,,,,
4350661,4350661_5,qualified,yes,201502.0,still together,,,,,
4353411,4353411_5,qualified,yes,201412.0,still together,,,,,
4354641,4354641_5,qualified,yes,201412.0,still together,,,,,
4355611,4355611_5,qualified,yes,201412.0,still together,,,,,
4356205,4356205_5,qualified,no,,,,,,,
4357682,4357682_5,disqualified,,,,,,,,
4358431,4358431_5,qualified,no,,,,,,,
4359391,4359391_5,qualified,no,,,,,,,
4360494,4360494_5,qualified,no,,,,,,,
4361581,4361581_5,qualified,no,,,,,,,
4362533,4362533_5,disqualified,,,,,,,,
4363503,4363503_5,disqualified,,,,,,,,
4364852,4364852_5,disqualified,,,,,,,,
4365483,4365483_5,disqualified,,,,,,,,
4366752,4366752_5,disqualified,,,,,,,,
4367541,4367541_5,qualified,yes,201412.0,still together,,,,,
4368281,4368281_5,qualified,no,,,,,,,
4369762,4369762_5,disqualified,,,,,,,,
4370581,4370581_5,qualified,yes,201412.0,still together,,,,,
4371446,4371446_5,qualified,no,,,,,,,
4372371,4372371_5,qualified,yes,201412.0,still together,,,,,
4373503,4373503_5,disqualified,,,,,,,,
4374722,4374722_5,disqualified,,,,,,,,
4377571,4377571_5,qualified,yes,201503.0,still together,,,,,
4378411,4378411_5,disqualified,,,,,,,,
4379691,4379691_5,qualified,no,,,,,,,
4380441,4380441_5,qualified,no,,,,,,,
4381301,4381301_5,qualified,yes,201412.0,still together,,,,,
4382215,4382215_5,disqualified,,,,,,,,
4384351,4384351_5,qualified,yes,201412.0,still together,,,,,
4386461,4386461_5,qualified,yes,201412.0,still together,,,,,
4387521,4387521_5,qualified,no,,,,,,,
4388561,4388561_5,qualified,no,,,,,,,
4389802,4389802_5,disqualified,,,,,,,,
4390521,4390521_5,qualified,yes,201412.0,still together,,,,,
4391652,4391652_5,disqualified,,,,,,,,
4393942,4393942_5,disqualified,,,,,,,,
4394621,4394621_5,qualified,yes,201412.0,still together,,,,,
4395551,4395551_5,qualified,yes,201412.0,still together,,,,,
4396575,4396575_5,disqualified,,,,,,,,
4398711,4398711_5,qualified,yes,201412.0,still together,,,,,
4399291,4399291_5,qualified,no,,,,,,,
4400415,4400415_5,disqualified,,,,,,,,
4401631,4401631_5,qualified,yes,201502.0,still together,,,,,
4402581,4402581_5,qualified,yes,201501.0,still together,,,,,
4403543,4403543_5,qualified,no,,,,,,,
4404205,4404205_5,disqualified,,,,,,,,
4405615,4405615_5,disqualified,,,,,,,,
4406731,4406731_5,qualified,no,,,,,,,
4407852,4407852_5,disqualified,,,,,,,,
4408851,4408851_5,qualified,yes,201502.0,still together,,,,,
4409781,4409781_5,qualified,yes,201412.0,still together,,,,,
4410575,4410575_5,disqualified,,,,,,,,
4411536,4411536_5,qualified,no,,,,,,,
4412621,4412621_5,qualified,yes,201412.0,still together,,,,,
4413493,4413493_5,qualified,no,,,,,,,
4414276,4414276_5,qualified,no,,,,,,,
4415551,4415551_5,qualified,no,,,,,,,
4416515,4416515_5,disqualified,,,,,,,,
4417205,4417205_5,disqualified,,,,,,,,
4418316,4418316_5,qualified,no,,,,,,,
4419613,4419613_5,disqualified,,,,,,,,
4420303,4420303_5,qualified,no,,,,,,,
4421733,4421733_5,disqualified,,,,,,,,
4422445,4422445_5,disqualified,,,,,,,,
4423471,4423471_5,qualified,yes,201411.0,still together,,,,,
4424715,4424715_5,disqualified,,,,,,,,
4425361,4425361_5,qualified,no,,,,,,,
4426401,4426401_5,qualified,yes,201412.0,still together,,,,,
4427246,4427246_5,qualified,yes,201501.0,still together,,,,,no
4428405,4428405_5,disqualified,,,,,,,,
4430505,4430505_5,disqualified,,,,,,,,
4431503,4431503_5,qualified,yes,201502.0,still together,,,,,
4432576,4432576_5,disqualified,,,,,,,,
4433411,4433411_5,qualified,no,,,,,,,
4434531,4434531_5,qualified,no,,,,,,,
4435215,4435215_5,qualified,no,,,,,,,
4436663,4436663_5,disqualified,,,,,,,,
4438365,4438365_5,qualified,yes,201503.0,still together,,,,,
4439435,4439435_5,disqualified,,,,,,,,
4440525,4440525_5,disqualified,,,,,,,,
4441245,4441245_5,qualified,no,,,,,,,
4442531,4442531_5,qualified,yes,201412.0,still together,,,,,
4443431,4443431_5,qualified,yes,201412.0,still together,,,,,
4444421,4444421_5,disqualified,,,,,,,,
4445475,4445475_5,qualified,yes,201501.0,still together,,,,,no
4446591,4446591_5,qualified,no,,,,,,,
4447742,4447742_5,disqualified,,,,,,,,
4448661,4448661_5,qualified,no,,,,,,,
4449505,4449505_5,disqualified,,,,,,,,
4450326,4450326_5,qualified,no,,,,,,,
4451663,4451663_5,disqualified,,,,,,,,
4452631,4452631_5,disqualified,,,,,,,,
4453285,4453285_5,disqualified,,,,,,,,
4454501,4454501_5,qualified,yes,201503.0,still together,,,,,
4455231,4455231_5,qualified,no,,,,,,,
4457275,4457275_5,disqualified,,,,,,,,
4458611,4458611_5,qualified,yes,201412.0,partner deceased,,,,,
4459513,4459513_5,qualified,no,,,,,,,
4461626,4461626_5,qualified,no,,,,,,,
4462205,4462205_5,disqualified,,,,,,,,
4463541,4463541_5,qualified,yes,201412.0,still together,,,,,
4464341,4464341_5,qualified,yes,201502.0,still together,,,,,
4466314,4466314_5,qualified,no,,,,,,,
4467381,4467381_5,qualified,no,,,,,,,
4468731,4468731_5,qualified,no,,,,,,,
4469225,4469225_5,disqualified,,,,,,,,
4470571,4470571_5,qualified,yes,201503.0,still together,,,,,
4472726,4472726_5,qualified,yes,201412.0,still together,,,,,no
4473641,4473641_5,qualified,no,,,,,,,
4475235,4475235_5,qualified,yes,201412.0,still together,,,,,
4476584,4476584_5,disqualified,,,,,,,,
4477445,4477445_5,disqualified,,,,,,,,
4478431,4478431_5,qualified,no,,,,,,,
4479363,4479363_5,disqualified,,,,,,,,
4482311,4482311_5,qualified,no,,,,,,,
4483651,4483651_5,qualified,no,,,,,,,
4484215,4484215_5,qualified,no,,,,,,,
4486613,4486613_5,qualified,yes,201411.0,still together,,,,,
4487636,4487636_5,qualified,no,,,,,,,
4488225,4488225_5,disqualified,,,,,,,,
4489454,4489454_5,qualified,yes,201412.0,still together,,,,,no
4490391,4490391_5,qualified,yes,201412.0,still together,,,,,
4491286,4491286_5,qualified,yes,201501.0,still together,,,,,
4493631,4493631_5,qualified,no,,,,,,,
4494331,4494331_5,qualified,yes,201502.0,still together,,,,,
4495543,4495543_5,disqualified,,,,,,,,
4496195,4496195_5,disqualified,,,,,,,,
4497666,4497666_5,qualified,yes,201503.0,still together,,,,,no
4498484,4498484_5,disqualified,,,,,,,,
4500533,4500533_5,qualified,yes,201412.0,still together,,,,,
4501611,4501611_5,qualified,no,,,,,,,
4502354,4502354_5,disqualified,,,,,,,,
4503551,4503551_5,qualified,no,,,,,,,
4504473,4504473_5,disqualified,,,,,,,,
4505515,4505515_5,disqualified,,,,,,,,
4506383,4506383_5,disqualified,,,,,,,,
4507671,4507671_5,disqualified,,,,,,,,
4508395,4508395_5,qualified,no,,,,,,,
4509413,4509413_5,disqualified,,,,,,,,
4510741,4510741_5,qualified,no,,,,,,,
4511465,4511465_5,qualified,no,,,,,,,
4512276,4512276_5,qualified,no,,,,,,,
4513652,4513652_5,disqualified,,,,,,,,
4514371,4514371_5,qualified,yes,201412.0,still together,,,,,
4515653,4515653_5,disqualified,,,,,,,,
4516421,4516421_5,qualified,no,,,,,,,
4517611,4517611_5,disqualified,,,,,,,,
4518554,4518554_5,qualified,no,,,,,,,
4519351,4519351_5,qualified,no,,,,,,,
4520291,4520291_5,qualified,yes,201412.0,still together,,,,,
4521281,4521281_5,qualified,no,,,,,,,
4522622,4522622_5,disqualified,,,,,,,,
4523603,4523603_5,qualified,no,,,,,,,
4524561,4524561_5,qualified,yes,201501.0,still together,,,,,
4525621,4525621_5,qualified,no,,,,,,,
4526441,4526441_5,qualified,yes,201411.0,still together,,,,,
4528265,4528265_5,disqualified,,,,,,,,
4529391,4529391_5,qualified,yes,201412.0,still together,,,,,
4530271,4530271_5,qualified,yes,201412.0,still together,,,,,
4531301,4531301_5,qualified,no,,,,,,,
4532215,4532215_5,qualified,no,,,,,,,
4533583,4533583_5,disqualified,,,,,,,,
4534431,4534431_5,disqualified,,,,,,,,
4535581,4535581_5,qualified,no,,,,,,,
4536841,4536841_5,qualified,no,,,,,,,
4537711,4537711_5,qualified,yes,201412.0,still together,,,,,
4538473,4538473_5,disqualified,,,,,,,,
4540205,4540205_5,disqualified,,,,,,,,
4541251,4541251_5,qualified,no,,,,,,,
4542311,4542311_5,qualified,no,,,,,,,
4543451,4543451_5,qualified,no,,,,,,,
4544235,4544235_5,disqualified,,,,,,,,
4545406,4545406_5,qualified,no,,,,,,,
4546401,4546401_5,qualified,no,,,,,,,
4548516,4548516_5,qualified,no,,,,,,,
4550281,4550281_5,qualified,no,,,,,,,
4551255,4551255_5,qualified,no,,,,,,,
4553431,4553431_5,qualified,yes,201411.0,still together,,,,,
4554371,4554371_5,qualified,no,,,,,,,
4555633,4555633_5,disqualified,,,,,,,,
4556543,4556543_5,disqualified,,,,,,,,
4557505,4557505_5,qualified,no,,,,,,,
4558443,4558443_5,qualified,yes,201411.0,still together,,,,,no
4560291,4560291_5,qualified,no,,,,,,,
4561581,4561581_5,qualified,no,,,,,,,
4562195,4562195_5,qualified,no,,,,,,,
4563631,4563631_5,qualified,yes,201411.0,still together,,,,,
4564771,4564771_5,qualified,no,,,,,,,
4565321,4565321_5,qualified,no,,,,,,,
4566501,4566501_5,qualified,yes,201412.0,still together,,,,,
4568663,4568663_5,qualified,no,,,,,,,
4569463,4569463_5,disqualified,,,,,,,,
4570401,4570401_5,qualified,no,,,,,,,
4571335,4571335_5,disqualified,,,,,,,,
4572586,4572586_5,qualified,no,,,,,,,
4573611,4573611_5,qualified,no,,,,,,,
4575421,4575421_5,qualified,no,,,,,,,
4576481,4576481_5,qualified,no,,,,,,,
4577453,4577453_5,disqualified,,,,,,,,
4578205,4578205_5,disqualified,,,,,,,,
4579466,4579466_5,qualified,no,,,,,,,
4581721,4581721_5,qualified,no,,,,,,,
4582532,4582532_5,disqualified,,,,,,,,
4583501,4583501_5,qualified,yes,201503.0,still together,,,,,
4586295,4586295_5,disqualified,,,,,,,,
4588291,4588291_5,qualified,yes,201412.0,still together,,,,,
4590661,4590661_5,qualified,no,,,,,,,
4591396,4591396_5,qualified,no,,,,,,,
4592421,4592421_5,qualified,no,,,,,,,
4593421,4593421_5,qualified,no,,,,,,,
4595643,4595643_5,disqualified,,,,,,,,
4596491,4596491_5,qualified,no,,,,,,,
4597381,4597381_5,qualified,no,,,,,,,
4598275,4598275_5,disqualified,,,,,,,,
4599246,4599246_5,disqualified,,,,,,,,
4600215,4600215_5,disqualified,,,,,,,,
4601511,4601511_5,qualified,no,,,,,,,
4602424,4602424_5,disqualified,,,,,,,,
4603581,4603581_5,qualified,no,,,,,,,
4605321,4605321_5,qualified,yes,201412.0,still together,,,,,
4607235,4607235_5,qualified,no,,,,,,,
4608683,4608683_5,disqualified,,,,,,,,
4609371,4609371_5,disqualified,,,,,,,,
4610625,4610625_5,qualified,yes,201502.0,still together,,,,,no
4611531,4611531_5,qualified,no,,,,,,,
4612421,4612421_5,qualified,no,,,,,,,
4613511,4613511_5,qualified,yes,201412.0,still together,,,,,
4614621,4614621_5,qualified,no,,,,,,,
4615215,4615215_5,disqualified,,,,,,,,
4616615,4616615_5,disqualified,,,,,,,,
4617335,4617335_5,disqualified,,,,,,,,
4618291,4618291_5,qualified,yes,201501.0,still together,,,,,
4619421,4619421_5,qualified,no,,,,,,,
4621371,4621371_5,qualified,yes,201412.0,still together,,,,,
4622461,4622461_5,qualified,no,,,,,,,
4623505,4623505_5,disqualified,,,,,,,,
4625902,4625902_5,disqualified,,,,,,,,
4626536,4626536_5,qualified,no,,,,,,,
4627251,4627251_5,qualified,no,,,,,,,
4628251,4628251_5,qualified,no,,,,,,,
