caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,breakup_year_combo,breakup_month_combo,got_married?_new
3623351,3623351_5,qualified,yes,201502.0,still together,,,,,
3624645,3624645_5,disqualified,,,,,,,,
3625311,3625311_5,qualified,yes,201503.0,still together,,,,,
3626301,3626301_5,qualified,no,,,,,,,
3628296,3628296_5,qualified,no,,,,,,,
3629702,3629702_5,disqualified,,,,,,,,
3630791,3630791_5,qualified,no,,,,,,,
3631413,3631413_5,disqualified,,,,,,,,
3632653,3632653_5,disqualified,,,,,,,,
3633235,3633235_5,disqualified,,,,,,,,
3634581,3634581_5,qualified,yes,201412.0,still together,,,,,
3635255,3635255_5,disqualified,,,,,,,,
3636603,3636603_5,disqualified,,,,,,,,
3637543,3637543_5,disqualified,,,,,,,,
3638371,3638371_5,disqualified,,,,,,,,
3639315,3639315_5,qualified,no,,,,,,,
3643584,3643584_5,qualified,no,,,,,,,
3644396,3644396_5,qualified,no,,,,,,,
3645255,3645255_5,qualified,yes,201412.0,still together,2014.0,April,,,yes
3646495,3646495_5,qualified,no,,,,,,,
3647521,3647521_5,qualified,no,,,,,,,
3648792,3648792_5,disqualified,,,,,,,,
3649511,3649511_5,qualified,no,,,,,,,
3650431,3650431_5,qualified,yes,201412.0,still together,,,,,
3651501,3651501_5,disqualified,,,,,,,,
3653195,3653195_5,disqualified,,,,,,,,
3657561,3657561_5,qualified,no,,,,,,,
3658711,3658711_5,qualified,no,,,,,,,
3659523,3659523_5,qualified,no,,,,,,,
3660426,3660426_5,qualified,no,,,,,,,
3661281,3661281_5,disqualified,,,,,,,,
3662912,3662912_5,qualified,no,,,,,,,
3663613,3663613_5,qualified,yes,201412.0,still together,,,,,no
3664623,3664623_5,disqualified,,,,,,,,
3665205,3665205_5,disqualified,,,,,,,,
3666235,3666235_5,disqualified,,,,,,,,
3667552,3667552_5,disqualified,,,,,,,,
3668296,3668296_5,qualified,no,,,,,,,
3669296,3669296_5,disqualified,,,,,,,,
3670235,3670235_5,disqualified,,,,,,,,
3671501,3671501_5,qualified,no,,,,,,,
3673441,3673441_5,qualified,no,,,,,,,
3674446,3674446_5,qualified,no,,,,,,,
3676534,3676534_5,disqualified,,,,,,,,
3677603,3677603_5,disqualified,,,,,,,,
3678386,3678386_5,qualified,no,,,,,,,
3679261,3679261_5,qualified,no,,,,,,,
3680565,3680565_5,disqualified,,,,,,,,
3681446,3681446_5,qualified,no,,,,,,,
3682731,3682731_5,qualified,no,,,,,,,
3683281,3683281_5,qualified,yes,201412.0,still together,,,,,
3684471,3684471_5,qualified,no,,,,,,,
3686291,3686291_5,qualified,yes,201412.0,still together,,,,,
3687543,3687543_5,disqualified,,,,,,,,
3688703,3688703_5,qualified,no,,,,,,,
3689341,3689341_5,qualified,yes,201502.0,still together,,,,,
3690466,3690466_5,qualified,no,,,,,,,
3693711,3693711_5,qualified,no,,,,,,,
3694295,3694295_5,disqualified,,,,,,,,
3695346,3695346_5,disqualified,,,,,,,,
3696553,3696553_5,disqualified,,,,,,,,
3697613,3697613_5,disqualified,,,,,,,,
3698265,3698265_5,disqualified,,,,,,,,
3699355,3699355_5,disqualified,,,,,,,,
3700581,3700581_5,qualified,yes,201412.0,still together,,,,,
3701251,3701251_5,qualified,yes,201412.0,still together,,,,,
3702371,3702371_5,qualified,no,,,,,,,
3703801,3703801_5,qualified,yes,201502.0,still together,,,,,
3704525,3704525_5,disqualified,,,,,,,,
3705411,3705411_5,qualified,yes,201412.0,still together,,,,,
3706401,3706401_5,qualified,yes,201412.0,still together,,,,,
3707656,3707656_5,qualified,no,,,,,,,
3708673,3708673_5,disqualified,,,,,,,,
3709842,3709842_5,disqualified,,,,,,,,
3710375,3710375_5,disqualified,,,,,,,,
3711551,3711551_5,qualified,no,,,,,,,
3713335,3713335_5,qualified,no,,,,,,,
3715435,3715435_5,disqualified,,,,,,,,
3716301,3716301_5,qualified,no,,,,,,,
3717601,3717601_5,qualified,no,,,,,,,
3718681,3718681_5,qualified,no,,,,,,,
3719281,3719281_5,qualified,yes,201503.0,still together,,,,,
3720492,3720492_5,qualified,yes,201412.0,still together,,,,,
3723591,3723591_5,qualified,no,,,,,,,
3724331,3724331_5,qualified,no,,,,,,,
3725655,3725655_5,disqualified,,,,,,,,
3726592,3726592_5,disqualified,,,,,,,,
3727751,3727751_5,qualified,no,,,,,,,
3728652,3728652_5,disqualified,,,,,,,,
3729543,3729543_5,disqualified,,,,,,,,
3731315,3731315_5,qualified,no,,,,,,,
3732301,3732301_5,qualified,yes,201411.0,still together,,,,,
3733373,3733373_5,disqualified,,,,,,,,
3734661,3734661_5,qualified,no,,,,,,,
3735326,3735326_5,qualified,no,,,,,,,
3736501,3736501_5,qualified,yes,201412.0,still together,,,,,
3737521,3737521_5,qualified,no,,,,,,,
3738385,3738385_5,disqualified,,,,,,,,
3741436,3741436_5,qualified,yes,201501.0,still together,2013.0,November,,,yes
3742576,3742576_5,qualified,no,,,,,,,
3743291,3743291_5,qualified,yes,201412.0,still together,,,,,
3744371,3744371_5,qualified,no,,,,,,,
3745286,3745286_5,qualified,no,,,,,,,
3746371,3746371_5,qualified,no,,,,,,,
3747351,3747351_5,qualified,yes,201412.0,still together,,,,,
3748573,3748573_5,disqualified,,,,,,,,
3749361,3749361_5,qualified,no,,,,,,,
3750205,3750205_5,disqualified,,,,,,,,
3752802,3752802_5,disqualified,,,,,,,,
3754601,3754601_5,qualified,no,,,,,,,
3755675,3755675_5,disqualified,,,,,,,,
3756501,3756501_5,qualified,no,,,,,,,
3757616,3757616_5,qualified,no,,,,,,,
3758553,3758553_5,disqualified,,,,,,,,
3760235,3760235_5,qualified,no,,,,,,,
3761321,3761321_5,qualified,yes,201411.0,still together,,,,,
3763501,3763501_5,disqualified,,,,,,,,
3764505,3764505_5,disqualified,,,,,,,,
3765215,3765215_5,qualified,yes,201412.0,broke up,,,2010.0,June,
3766424,3766424_5,qualified,yes,201502.0,still together,,,,,no
3767711,3767711_5,qualified,yes,201412.0,still together,,,,,
3768361,3768361_5,qualified,no,,,,,,,
3769215,3769215_5,qualified,no,,,,,,,
3770411,3770411_5,qualified,yes,201412.0,still together,,,,,
3771485,3771485_5,disqualified,,,,,,,,
3772281,3772281_5,disqualified,,,,,,,,
3773233,3773233_5,qualified,no,,,,,,,
3774591,3774591_5,qualified,yes,201412.0,still together,,,,,
3776762,3776762_5,disqualified,,,,,,,,
3777631,3777631_5,qualified,no,,,,,,,
3778515,3778515_5,qualified,yes,201412.0,still together,,,,,no
3779621,3779621_5,qualified,no,,,,,,,
3780533,3780533_5,disqualified,,,,,,,,
3782331,3782331_5,qualified,yes,201412.0,still together,,,,,
3783732,3783732_5,disqualified,,,,,,,,
3784205,3784205_5,qualified,no,,,,,,,
3785552,3785552_5,disqualified,,,,,,,,
3786605,3786605_5,disqualified,,,,,,,,
3787205,3787205_5,qualified,yes,201412.0,still together,,,,,
3788441,3788441_5,disqualified,,,,,,,,
3789451,3789451_5,qualified,no,,,,,,,
3790321,3790321_5,qualified,no,,,,,,,
3791533,3791533_5,disqualified,,,,,,,,
3792576,3792576_5,qualified,no,,,,,,,
3793561,3793561_5,qualified,yes,201412.0,still together,,,,,
3794566,3794566_5,qualified,no,,,,,,,
3795831,3795831_5,qualified,no,,,,,,,
3796852,3796852_5,disqualified,,,,,,,,
3798621,3798621_5,qualified,yes,201411.0,still together,,,,,
3800361,3800361_5,disqualified,,,,,,,,
3801893,3801893_5,disqualified,,,,,,,,
3802391,3802391_5,qualified,no,,,,,,,
3803305,3803305_5,disqualified,,,,,,,,
3805265,3805265_5,qualified,yes,201412.0,still together,,,,,
3806531,3806531_5,qualified,yes,201502.0,still together,,,,,
3807365,3807365_5,disqualified,,,,,,,,
3808501,3808501_5,qualified,no,,,,,,,
3809225,3809225_5,qualified,yes,201412.0,still together,,,,,no
3810446,3810446_5,qualified,yes,201412.0,still together,,,,,no
3812623,3812623_5,disqualified,,,,,,,,
3814533,3814533_5,disqualified,,,,,,,,
3815433,3815433_5,disqualified,,,,,,,,
3816605,3816605_5,disqualified,,,,,,,,
3818605,3818605_5,disqualified,,,,,,,,
3819381,3819381_5,qualified,no,,,,,,,
3820451,3820451_5,qualified,no,,,,,,,
3823391,3823391_5,qualified,no,,,,,,,
3824526,3824526_5,qualified,no,,,,,,,
3825551,3825551_5,qualified,no,,,,,,,
3826525,3826525_5,qualified,no,,,,,,,
3827291,3827291_5,qualified,yes,201501.0,still together,,,,,
3828261,3828261_5,qualified,no,,,,,,,
3829381,3829381_5,qualified,yes,201412.0,still together,,,,,
3830753,3830753_5,qualified,no,,,,,,,
3831396,3831396_5,qualified,yes,201412.0,still together,,,,,no
3832225,3832225_5,disqualified,,,,,,,,
3833445,3833445_5,disqualified,,,,,,,,
3834301,3834301_5,qualified,no,,,,,,,
3835234,3835234_5,disqualified,,,,,,,,
3836635,3836635_5,disqualified,,,,,,,,
3837235,3837235_5,qualified,yes,201412.0,still together,,,,,no
3839381,3839381_5,qualified,no,,,,,,,
3840275,3840275_5,disqualified,,,,,,,,
3841445,3841445_5,disqualified,,,,,,,,
3842574,3842574_5,qualified,no,,,,,,,
3843271,3843271_5,qualified,no,,,,,,,
3844421,3844421_5,qualified,yes,201411.0,still together,,,,,
3845284,3845284_5,qualified,no,,,,,,,
3846423,3846423_5,disqualified,,,,,,,,
3847441,3847441_5,qualified,yes,201412.0,still together,,,,,
3848286,3848286_5,disqualified,,,,,,,,
3849483,3849483_5,qualified,no,,,,,,,
3850206,3850206_5,disqualified,,,,,,,,
3851371,3851371_5,qualified,yes,201412.0,still together,,,,,
3852533,3852533_5,disqualified,,,,,,,,
3854246,3854246_5,qualified,no,,,,,,,
3855341,3855341_5,qualified,no,,,,,,,
3856361,3856361_5,qualified,no,,,,,,,
3858635,3858635_5,qualified,no,,,,,,,
3859842,3859842_5,disqualified,,,,,,,,
3860423,3860423_5,disqualified,,,,,,,,
3862286,3862286_5,qualified,yes,201412.0,still together,,,,,
3863205,3863205_5,disqualified,,,,,,,,
3864411,3864411_5,qualified,no,,,,,,,
3865431,3865431_5,qualified,no,,,,,,,
3866491,3866491_5,qualified,yes,201502.0,still together,,,,,
3867545,3867545_5,disqualified,,,,,,,,
3868471,3868471_5,qualified,no,,,,,,,
3869391,3869391_5,qualified,no,,,,,,,
3870246,3870246_5,disqualified,,,,,,,,
3871551,3871551_5,qualified,yes,201411.0,still together,,,,,
3872275,3872275_5,disqualified,,,,,,,,
3873291,3873291_5,qualified,no,,,,,,,
3874515,3874515_5,qualified,yes,201503.0,still together,,,,,no
3875581,3875581_5,qualified,no,,,,,,,
3876593,3876593_5,disqualified,,,,,,,,
3880631,3880631_5,qualified,yes,201503.0,still together,,,,,
3882461,3882461_5,qualified,yes,201502.0,still together,,,,,
3883693,3883693_5,disqualified,,,,,,,,
3884371,3884371_5,qualified,no,,,,,,,
3885693,3885693_5,disqualified,,,,,,,,
3886611,3886611_5,disqualified,,,,,,,,
3887361,3887361_5,qualified,no,,,,,,,
3888595,3888595_5,qualified,no,,,,,,,
3889425,3889425_5,disqualified,,,,,,,,
3891381,3891381_5,qualified,no,,,,,,,
3892443,3892443_5,qualified,yes,201412.0,still together,,,,,no
3893583,3893583_5,disqualified,,,,,,,,
3894295,3894295_5,disqualified,,,,,,,,
3895365,3895365_5,disqualified,,,,,,,,
3896594,3896594_5,disqualified,,,,,,,,
3897456,3897456_5,qualified,no,,,,,,,
3898286,3898286_5,qualified,no,,,,,,,
3900623,3900623_5,disqualified,,,,,,,,
3901781,3901781_5,qualified,no,,,,,,,
3902395,3902395_5,qualified,no,,,,,,,
3903571,3903571_5,qualified,no,,,,,,,
3904375,3904375_5,qualified,no,,,,,,,
3906365,3906365_5,disqualified,,,,,,,,
3908205,3908205_5,disqualified,,,,,,,,
3909431,3909431_5,qualified,no,,,,,,,
3910661,3910661_5,qualified,no,,,,,,,
3912563,3912563_5,qualified,yes,201411.0,still together,,,,,no
3913541,3913541_5,qualified,yes,201412.0,still together,,,,,
3914561,3914561_5,qualified,no,,,,,,,
3915415,3915415_5,disqualified,,,,,,,,
3916511,3916511_5,qualified,no,,,,,,,
3917481,3917481_5,qualified,yes,201412.0,still together,,,,,
3918383,3918383_5,qualified,no,,,,,,,
3919306,3919306_5,qualified,yes,201412.0,still together,,,,,no
3920521,3920521_5,qualified,no,,,,,,,
3921501,3921501_5,qualified,no,,,,,,,
3922235,3922235_5,disqualified,,,,,,,,
3923555,3923555_5,qualified,no,,,,,,,
3924481,3924481_5,qualified,no,,,,,,,
3925435,3925435_5,disqualified,,,,,,,,
3926361,3926361_5,qualified,yes,201412.0,still together,,,,,no
3927521,3927521_5,qualified,no,,,,,,,
3928361,3928361_5,qualified,yes,201412.0,still together,2013.0,October,,,yes
3929554,3929554_5,qualified,yes,201412.0,still together,,,,,
3930426,3930426_5,qualified,no,,,,,,,
3931495,3931495_5,disqualified,,,,,,,,
3932306,3932306_5,qualified,no,,,,,,,
3933552,3933552_5,qualified,no,,,,,,,
3934743,3934743_5,disqualified,,,,,,,,
3935335,3935335_5,disqualified,,,,,,,,
3936511,3936511_5,qualified,no,,,,,,,
3937436,3937436_5,qualified,yes,201412.0,still together,,,,,
3938461,3938461_5,disqualified,,,,,,,,
3940435,3940435_5,disqualified,,,,,,,,
3941351,3941351_5,qualified,yes,201412.0,still together,,,,,
3943285,3943285_5,disqualified,,,,,,,,
3944653,3944653_5,disqualified,,,,,,,,
3945453,3945453_5,qualified,yes,201412.0,still together,,,,,no
3946295,3946295_5,disqualified,,,,,,,,
3947225,3947225_5,disqualified,,,,,,,,
3949583,3949583_5,qualified,no,,,,,,,
3950465,3950465_5,qualified,no,,,,,,,
3951285,3951285_5,disqualified,,,,,,,,
3952431,3952431_5,qualified,no,,,,,,,
3953206,3953206_5,qualified,no,,,,,,,
3954341,3954341_5,qualified,no,,,,,,,
3957226,3957226_5,disqualified,,,,,,,,
3958341,3958341_5,qualified,no,,,,,,,
3959235,3959235_5,disqualified,,,,,,,,
3960301,3960301_5,qualified,no,,,,,,,
3962581,3962581_5,qualified,no,,,,,,,
3963543,3963543_5,disqualified,,,,,,,,
3965421,3965421_5,qualified,no,,,,,,,
3968596,3968596_5,qualified,no,,,,,,,
3971256,3971256_5,qualified,yes,201412.0,broke up,,,2012.0,August,
3974261,3974261_5,qualified,no,,,,,,,
3975505,3975505_5,disqualified,,,,,,,,
3976383,3976383_5,disqualified,,,,,,,,
3977691,3977691_5,qualified,yes,201412.0,still together,,,,,
3978205,3978205_5,disqualified,,,,,,,,
3979235,3979235_5,disqualified,,,,,,,,
3980413,3980413_5,qualified,no,,,,,,,
3981321,3981321_5,qualified,yes,201502.0,broke up,,,2014.0,January,
3982235,3982235_5,disqualified,,,,,,,,
3983555,3983555_5,disqualified,,,,,,,,
3984371,3984371_5,qualified,no,,,,,,,
3986455,3986455_5,qualified,yes,201412.0,still together,,,,,no
3987371,3987371_5,qualified,no,,,,,,,
3988723,3988723_5,disqualified,,,,,,,,
3989245,3989245_5,qualified,no,,,,,,,
3990426,3990426_5,disqualified,,,,,,,,
3991391,3991391_5,qualified,no,,,,,,,
3992623,3992623_5,disqualified,,,,,,,,
3993486,3993486_5,qualified,yes,201412.0,broke up,,,2010.0,October,
3994301,3994301_5,qualified,no,,,,,,,
3995436,3995436_5,qualified,yes,201412.0,still together,,,,,no
3996271,3996271_5,disqualified,,,,,,,,
3997265,3997265_5,disqualified,,,,,,,,
3998541,3998541_5,qualified,no,,,,,,,
3999403,3999403_5,disqualified,,,,,,,,
4000465,4000465_5,qualified,yes,201412.0,broke up,,,2011.0,September,
4001391,4001391_5,qualified,yes,201412.0,still together,,,,,
4002515,4002515_5,disqualified,,,,,,,,
4003436,4003436_5,disqualified,,,,,,,,
4004435,4004435_5,disqualified,,,,,,,,
4005581,4005581_5,qualified,no,,,,,,,
4006641,4006641_5,qualified,no,,,,,,,
4007271,4007271_5,qualified,no,,,,,,,
4008635,4008635_5,disqualified,,,,,,,,
4009326,4009326_5,qualified,yes,201411.0,broke up,,,2013.0,May,
4010416,4010416_5,qualified,yes,201412.0,still together,,,,,no
4011225,4011225_5,qualified,yes,201412.0,still together,,,,,
4012515,4012515_5,disqualified,,,,,,,,
4013336,4013336_5,qualified,no,,,,,,,
4014721,4014721_5,qualified,yes,201502.0,still together,,,,,
4016605,4016605_5,qualified,no,,,,,,,
4018584,4018584_5,qualified,no,,,,,,,
4020486,4020486_5,qualified,no,,,,,,,
4021321,4021321_5,qualified,no,,,,,,,
4022195,4022195_5,disqualified,,,,,,,,
4023485,4023485_5,disqualified,,,,,,,,
4025562,4025562_5,disqualified,,,,,,,,
4027356,4027356_5,qualified,no,,,,,,,
4028461,4028461_5,qualified,no,,,,,,,
4029753,4029753_5,disqualified,,,,,,,,
4031246,4031246_5,disqualified,,,,,,,,
4032561,4032561_5,qualified,no,,,,,,,
4036345,4036345_5,disqualified,,,,,,,,
4037586,4037586_5,qualified,no,,,,,,,
4039493,4039493_5,disqualified,,,,,,,,
4040561,4040561_5,qualified,no,,,,,,,
4041271,4041271_5,qualified,no,,,,,,,
4042195,4042195_5,disqualified,,,,,,,,
4043671,4043671_5,disqualified,,,,,,,,
4044591,4044591_5,qualified,no,,,,,,,
4045235,4045235_5,disqualified,,,,,,,,
4046215,4046215_5,disqualified,,,,,,,,
4047271,4047271_5,qualified,yes,201412.0,still together,,,,,
4048611,4048611_5,qualified,no,,,,,,,
4050291,4050291_5,qualified,yes,201412.0,still together,,,,,
4051576,4051576_5,qualified,no,,,,,,,
4052346,4052346_5,disqualified,,,,,,,,
4054305,4054305_5,qualified,yes,201412.0,still together,,,,,no
4055261,4055261_5,qualified,no,,,,,,,
4056536,4056536_5,qualified,yes,201411.0,still together,,,,,
4057293,4057293_5,qualified,yes,201412.0,broke up,,,2014.0,July,
4059602,4059602_5,qualified,no,,,,,,,
4061201,4061201_5,qualified,no,,,,,,,
4063215,4063215_5,disqualified,,,,,,,,
4064361,4064361_5,qualified,no,,,,,,,
4065491,4065491_5,qualified,no,,,,,,,
4066436,4066436_5,disqualified,,,,,,,,
4067321,4067321_5,qualified,no,,,,,,,
4068521,4068521_5,disqualified,,,,,,,,
4069331,4069331_5,qualified,no,,,,,,,
4071353,4071353_5,disqualified,,,,,,,,
4072283,4072283_5,disqualified,,,,,,,,
4073291,4073291_5,qualified,yes,201412.0,still together,,,,,
4074333,4074333_5,qualified,no,,,,,,,
4076391,4076391_5,qualified,no,,,,,,,
4077433,4077433_5,disqualified,,,,,,,,
4078261,4078261_5,qualified,no,,,,,,,
4079695,4079695_5,disqualified,,,,,,,,
4080471,4080471_5,qualified,no,,,,,,,
4082563,4082563_5,qualified,no,,,,,,,
4083471,4083471_5,qualified,no,,,,,,,
4084391,4084391_5,qualified,no,,,,,,,
4086476,4086476_5,disqualified,,,,,,,,
4087611,4087611_5,qualified,no,,,,,,,
4088495,4088495_5,qualified,yes,201412.0,still together,,,,,no
4089221,4089221_5,qualified,yes,201412.0,still together,,,,,
4090741,4090741_5,qualified,no,,,,,,,
4091205,4091205_5,qualified,no,,,,,,,
4092313,4092313_5,disqualified,,,,,,,,
4093341,4093341_5,qualified,no,,,,,,,
4094842,4094842_5,disqualified,,,,,,,,
4095225,4095225_5,qualified,no,,,,,,,
4096646,4096646_5,qualified,no,,,,,,,
4098234,4098234_5,qualified,no,,,,,,,
4099333,4099333_5,disqualified,,,,,,,,
4100616,4100616_5,qualified,no,,,,,,,
4101551,4101551_5,qualified,no,,,,,,,
4103576,4103576_5,disqualified,,,,,,,,
4104711,4104711_5,qualified,yes,201502.0,still together,,,,,
4105552,4105552_5,disqualified,,,,,,,,
4106215,4106215_5,qualified,no,,,,,,,
4107311,4107311_5,qualified,no,,,,,,,
4108271,4108271_5,qualified,yes,201412.0,still together,,,,,
4109271,4109271_5,qualified,no,,,,,,,
4110451,4110451_5,qualified,no,,,,,,,
4111331,4111331_5,qualified,no,,,,,,,
4112722,4112722_5,disqualified,,,,,,,,
4114295,4114295_5,disqualified,,,,,,,,
4115421,4115421_5,qualified,yes,201503.0,still together,,,,,
4117371,4117371_5,qualified,no,,,,,,,
4118275,4118275_5,qualified,no,,,,,,,
4119623,4119623_5,disqualified,,,,,,,,
4121245,4121245_5,disqualified,,,,,,,,
4122321,4122321_5,qualified,no,,,,,,,
4124276,4124276_5,qualified,no,,,,,,,
4125205,4125205_5,disqualified,,,,,,,,
4126631,4126631_5,qualified,no,,,,,,,
4128391,4128391_5,qualified,yes,201412.0,still together,,,,,
4129705,4129705_5,disqualified,,,,,,,,
4130581,4130581_5,qualified,yes,201412.0,still together,,,,,
4131553,4131553_5,disqualified,,,,,,,,
4133451,4133451_5,qualified,no,,,,,,,
4134391,4134391_5,qualified,no,,,,,,,
4135235,4135235_5,disqualified,,,,,,,,
4136311,4136311_5,qualified,no,,,,,,,
4137681,4137681_5,qualified,no,,,,,,,
4138321,4138321_5,qualified,no,,,,,,,
4139266,4139266_5,qualified,no,,,,,,,
4140291,4140291_5,qualified,no,,,,,,,
4141421,4141421_5,qualified,yes,201412.0,still together,,,,,
4142622,4142622_5,qualified,no,,,,,,,
4143305,4143305_5,disqualified,,,,,,,,
4145331,4145331_5,qualified,no,,,,,,,
4146493,4146493_5,disqualified,,,,,,,,
4147263,4147263_5,disqualified,,,,,,,,
4148521,4148521_5,qualified,no,,,,,,,
4149281,4149281_5,qualified,no,,,,,,,
4150351,4150351_5,qualified,no,,,,,,,
4153545,4153545_5,disqualified,,,,,,,,
4154401,4154401_5,disqualified,,,,,,,,
4155575,4155575_5,disqualified,,,,,,,,
4156566,4156566_5,qualified,yes,201502.0,still together,2014.0,December,,,yes
4157545,4157545_5,disqualified,,,,,,,,
4158544,4158544_5,qualified,no,,,,,,,
4161446,4161446_5,qualified,no,,,,,,,
4162836,4162836_5,qualified,no,,,,,,,
4163226,4163226_5,disqualified,,,,,,,,
4164546,4164546_5,qualified,no,,,,,,,
4165616,4165616_5,qualified,yes,201412.0,still together,,,,,no
4167361,4167361_5,qualified,yes,201412.0,still together,,,,,
4168555,4168555_5,qualified,yes,201502.0,still together,,,,,no
4169431,4169431_5,qualified,yes,201412.0,still together,,,,,
4170295,4170295_5,disqualified,,,,,,,,
4171621,4171621_5,disqualified,,,,,,,,
4172215,4172215_5,qualified,no,,,,,,,
4173593,4173593_5,disqualified,,,,,,,,
4174761,4174761_5,qualified,yes,201412.0,still together,,,,,
4175506,4175506_5,disqualified,,,,,,,,
4176275,4176275_5,disqualified,,,,,,,,
4177791,4177791_5,qualified,no,,,,,,,
4178551,4178551_5,qualified,yes,201412.0,still together,,,,,
4179742,4179742_5,disqualified,,,,,,,,
4180501,4180501_5,qualified,yes,201412.0,still together,,,,,
4181551,4181551_5,qualified,yes,201412.0,still together,,,,,
4182701,4182701_5,qualified,no,,,,,,,
4183235,4183235_5,qualified,yes,201412.0,still together,,,,,
4184732,4184732_5,disqualified,,,,,,,,
4186595,4186595_5,disqualified,,,,,,,,
4187491,4187491_5,qualified,no,,,,,,,
4188612,4188612_5,disqualified,,,,,,,,
4190391,4190391_5,qualified,no,,,,,,,
4191521,4191521_5,qualified,yes,201412.0,still together,,,,,
4192621,4192621_5,qualified,yes,201412.0,still together,,,,,
4193661,4193661_5,qualified,yes,201412.0,still together,,,,,
4194511,4194511_5,disqualified,,,,,,,,
4195661,4195661_5,qualified,yes,201412.0,still together,,,,,
4196495,4196495_5,disqualified,,,,,,,,
4197351,4197351_5,qualified,yes,201501.0,still together,,,,,
4198592,4198592_5,disqualified,,,,,,,,
4199553,4199553_5,disqualified,,,,,,,,
4200365,4200365_5,disqualified,,,,,,,,
4201445,4201445_5,qualified,no,,,,,,,
4202381,4202381_5,qualified,yes,201412.0,still together,,,,,
4203591,4203591_5,qualified,no,,,,,,,
4204465,4204465_5,disqualified,,,,,,,,
4205251,4205251_5,qualified,yes,201412.0,still together,,,,,
4207235,4207235_5,disqualified,,,,,,,,
4208495,4208495_5,disqualified,,,,,,,,
4209485,4209485_5,disqualified,,,,,,,,
4210581,4210581_5,qualified,no,,,,,,,
4211672,4211672_5,disqualified,,,,,,,,
4212411,4212411_5,qualified,yes,201412.0,still together,,,,,
4213555,4213555_5,disqualified,,,,,,,,
4215471,4215471_5,qualified,no,,,,,,,
4216511,4216511_5,qualified,yes,201412.0,still together,,,,,
4218401,4218401_5,qualified,yes,201412.0,still together,,,,,
4219751,4219751_5,qualified,yes,201502.0,still together,,,,,
4220781,4220781_5,qualified,yes,201502.0,still together,,,,,
4221761,4221761_5,disqualified,,,,,,,,
4222515,4222515_5,disqualified,,,,,,,,
4223215,4223215_5,disqualified,,,,,,,,
4224431,4224431_5,qualified,no,,,,,,,
4225433,4225433_5,disqualified,,,,,,,,
4226275,4226275_5,qualified,yes,201412.0,still together,,,,,no
4227451,4227451_5,qualified,no,,,,,,,
4228671,4228671_5,qualified,no,,,,,,,
4229591,4229591_5,disqualified,,,,,,,,
4230633,4230633_5,disqualified,,,,,,,,
4231311,4231311_5,qualified,yes,201412.0,still together,,,,,
4233321,4233321_5,qualified,yes,201412.0,still together,,,,,
4234601,4234601_5,qualified,no,,,,,,,
4235713,4235713_5,disqualified,,,,,,,,
4236251,4236251_5,qualified,no,,,,,,,
4237501,4237501_5,qualified,no,,,,,,,
4238562,4238562_5,disqualified,,,,,,,,
4239461,4239461_5,qualified,yes,201411.0,still together,,,,,
4240551,4240551_5,qualified,yes,201502.0,still together,,,,,
4241205,4241205_5,disqualified,,,,,,,,
4242391,4242391_5,qualified,yes,201501.0,still together,,,,,
4244731,4244731_5,qualified,yes,201412.0,still together,,,,,
4245591,4245591_5,qualified,no,,,,,,,
4246265,4246265_5,disqualified,,,,,,,,
4247671,4247671_5,qualified,yes,201412.0,still together,,,,,
4248445,4248445_5,disqualified,,,,,,,,
4249751,4249751_5,qualified,no,,,,,,,
4250523,4250523_5,disqualified,,,,,,,,
4251691,4251691_5,qualified,no,,,,,,,
4252251,4252251_5,qualified,yes,201412.0,still together,,,,,
4253681,4253681_5,qualified,no,,,,,,,
4254681,4254681_5,qualified,yes,201412.0,still together,,,,,
4255651,4255651_5,qualified,no,,,,,,,
4256503,4256503_5,disqualified,,,,,,,,
4257453,4257453_5,disqualified,,,,,,,,
4258275,4258275_5,disqualified,,,,,,,,
4259731,4259731_5,qualified,no,,,,,,,
4260742,4260742_5,qualified,no,,,,,,,
4261311,4261311_5,qualified,yes,201412.0,still together,,,,,
4262255,4262255_5,qualified,yes,201412.0,still together,,,,,no
4263381,4263381_5,disqualified,,,,,,,,
4264415,4264415_5,disqualified,,,,,,,,
4265461,4265461_5,qualified,yes,201412.0,still together,,,,,
4266721,4266721_5,qualified,no,,,,,,,
4267494,4267494_5,qualified,no,,,,,,,
4268195,4268195_5,disqualified,,,,,,,,
4269595,4269595_5,disqualified,,,,,,,,
4270851,4270851_5,qualified,yes,201412.0,still together,,,,,
4271215,4271215_5,disqualified,,,,,,,,
4273411,4273411_5,disqualified,,,,,,,,
4274443,4274443_5,disqualified,,,,,,,,
4275581,4275581_5,qualified,yes,201412.0,still together,,,,,
4276672,4276672_5,disqualified,,,,,,,,
4277553,4277553_5,disqualified,,,,,,,,
4278431,4278431_5,qualified,yes,201412.0,still together,,,,,
4279525,4279525_5,disqualified,,,,,,,,
4280781,4280781_5,qualified,yes,201412.0,still together,,,,,
4281244,4281244_5,qualified,yes,201412.0,broke up,,,2014.0,June,
4284351,4284351_5,qualified,yes,201412.0,still together,,,,,
4285395,4285395_5,disqualified,,,,,,,,
4287561,4287561_5,qualified,no,,,,,,,
4288421,4288421_5,qualified,yes,201412.0,still together,,,,,
4289621,4289621_5,qualified,no,,,,,,,
