caseid_new,caseid_wave,qualified?,survey_completed_new,followup_HCMST_yrmo,relationship_status,married_year,married_month,breakup_year_combo,breakup_month_combo,got_married?_new
3149823,3149823_6,qualified,yes,201707,still together,,,,,
3151641,3151641_6,qualified,yes,201707,still together,,,,,
3160406,3160406_6,qualified,yes,201707,still together,,,,,no
3170471,3170471_6,qualified,yes,201707,still together,,,,,
3176561,3176561_6,qualified,yes,201707,still together,,,,,
3184401,3184401_6,qualified,yes,201707,still together,,,,,
3225411,3225411_6,qualified,yes,201707,still together,,,,,
3226271,3226271_6,qualified,yes,201707,still together,,,,,
3241291,3241291_6,qualified,yes,201707,still together,,,,,
3259601,3259601_6,qualified,yes,201707,still together,,,,,
3268461,3268461_6,qualified,yes,201707,still together,,,,,
3277771,3277771_6,qualified,yes,201708,still together,,,,,
3308311,3308311_6,qualified,yes,201707,still together,,,,,
3312261,3312261_6,qualified,yes,201708,still together,,,,,
3322441,3322441_6,qualified,yes,201707,still together,,,,,
3335321,3335321_6,qualified,yes,201707,still together,,,,,
3336706,3336706_6,qualified,yes,201707,still together,,,,,no
3355301,3355301_6,qualified,yes,201707,still together,,,,,
3358441,3358441_6,qualified,yes,201707,still together,,,,,
3380321,3380321_6,qualified,yes,201707,still together,,,,,
3397265,3397265_6,qualified,yes,201707,still together,,,,,
3399561,3399561_6,qualified,yes,201707,still together,,,,,
3401521,3401521_6,qualified,yes,201707,still together,,,,,
3406281,3406281_6,qualified,yes,201707,still together,,,,,
3409311,3409311_6,qualified,yes,201707,still together,,,,,
3424583,3424583_6,qualified,yes,201707,partner passed away,,,,,
3427495,3427495_6,qualified,yes,201707,still together,,,,,no
3431211,3431211_6,qualified,yes,201707,still together,,,,,
3444456,3444456_6,qualified,yes,201707,still together,,,,,no
3453341,3453341_6,qualified,yes,201708,still together,,,,,
3468741,3468741_6,qualified,yes,201707,still together,,,,,
3491361,3491361_6,qualified,yes,201707,still together,,,,,
3492545,3492545_6,qualified,yes,201707,still together,,,,,no
3535676,3535676_6,qualified,yes,201707,still together,,,,,
3540311,3540311_6,qualified,yes,201707,still together,,,,,
3564591,3564591_6,qualified,yes,201707,still together,,,,,
3565245,3565245_6,qualified,yes,201707,still together,,,,,
3598491,3598491_6,qualified,yes,201707,still together,,,,,
3605511,3605511_6,qualified,yes,201707,still together,,,,,
3607516,3607516_6,qualified,yes,201707,still together,,,,,no
3609351,3609351_6,qualified,yes,201707,still together,,,,,
3610311,3610311_6,qualified,yes,201707,still together,,,,,
3616701,3616701_6,qualified,yes,201707,still together,,,,,
3619411,3619411_6,qualified,yes,201707,broke up,,,2013.0,March,
3634581,3634581_6,qualified,yes,201707,still together,,,,,
3663613,3663613_6,qualified,yes,201707,still together,,,,,no
3673441,3673441_6,qualified,yes,201707,still together,,,,,
3683281,3683281_6,qualified,yes,201707,still together,,,,,
3700581,3700581_6,qualified,yes,201707,still together,,,,,
3705411,3705411_6,qualified,yes,201707,still together,,,,,
3706401,3706401_6,qualified,yes,201707,still together,,,,,
3732301,3732301_6,qualified,yes,201707,still together,,,,,
3736501,3736501_6,qualified,yes,201707,still together,,,,,
3761321,3761321_6,qualified,yes,201707,still together,,,,,
3767711,3767711_6,qualified,yes,201707,still together,,,,,
3770411,3770411_6,qualified,yes,201707,still together,,,,,
3774591,3774591_6,qualified,yes,201707,still together,,,,,
3778515,3778515_6,qualified,yes,201707,still together,,,,,no
3782331,3782331_6,qualified,yes,201707,broke up,,,2017.0,March,
3787205,3787205_6,qualified,yes,201707,still together,,,,,
3798621,3798621_6,qualified,yes,201707,still together,,,,,
3844421,3844421_6,qualified,yes,201707,still together,,,,,
3866491,3866491_6,qualified,yes,201707,still together,,,,,
3871551,3871551_6,qualified,yes,201707,still together,,,,,
3874515,3874515_6,qualified,yes,201707,still together,,,,,no
3880631,3880631_6,qualified,yes,201707,still together,,,,,
3912563,3912563_6,qualified,yes,201707,still together,,,,,no
3913541,3913541_6,qualified,yes,201707,still together,,,,,
3929554,3929554_6,qualified,yes,201707,still together,,,,,
4001391,4001391_6,qualified,yes,201707,still together,,,,,
4006641,4006641_6,qualified,yes,201707,still together,,,,,
4011225,4011225_6,qualified,yes,201707,still together,,,,,
4050291,4050291_6,qualified,yes,201708,still together,,,,,
4054305,4054305_6,qualified,yes,201707,still together,,,,,no
4056536,4056536_6,qualified,yes,201707,still together,,,,,
4069331,4069331_6,qualified,yes,201707,still together,,,,,
4088495,4088495_6,qualified,yes,201707,broke up,,,2016.0,November,
4115421,4115421_6,qualified,yes,201707,still together,,,,,
4126631,4126631_6,qualified,yes,201707,still together,,,,,
4128391,4128391_6,qualified,yes,201707,still together,,,,,
4130581,4130581_6,qualified,yes,201707,still together,,,,,
4141421,4141421_6,qualified,yes,201707,still together,,,,,
4168555,4168555_6,qualified,yes,201707,still together,,,,,no
4169431,4169431_6,qualified,yes,201707,still together,,,,,
4174761,4174761_6,qualified,yes,201707,still together,,,,,
4178551,4178551_6,qualified,yes,201707,still together,,,,,
4180501,4180501_6,qualified,yes,201707,still together,,,,,
4181551,4181551_6,qualified,yes,201707,still together,,,,,
4191521,4191521_6,qualified,yes,201707,still together,,,,,
4192621,4192621_6,qualified,yes,201707,still together,,,,,
4193661,4193661_6,qualified,yes,201707,still together,,,,,
4195661,4195661_6,qualified,yes,201707,still together,,,,,
4197351,4197351_6,qualified,yes,201707,still together,,,,,
4202381,4202381_6,qualified,yes,201707,still together,,,,,
4212411,4212411_6,qualified,yes,201707,still together,,,,,
4216511,4216511_6,qualified,yes,201707,still together,,,,,
4220781,4220781_6,qualified,yes,201707,still together,,,,,
4239461,4239461_6,qualified,yes,201707,still together,,,,,
4240551,4240551_6,qualified,yes,201707,still together,,,,,
4252251,4252251_6,qualified,yes,201707,still together,,,,,
4254681,4254681_6,qualified,yes,201707,still together,,,,,
4265461,4265461_6,qualified,yes,201707,still together,,,,,
4275581,4275581_6,qualified,yes,201707,still together,,,,,
4280781,4280781_6,qualified,yes,201707,still together,,,,,
4288421,4288421_6,qualified,yes,201707,still together,,,,,
4299381,4299381_6,qualified,yes,201708,still together,,,,,
4300261,4300261_6,qualified,yes,201707,still together,,,,,
4308551,4308551_6,qualified,yes,201707,still together,,,,,
4313491,4313491_6,qualified,yes,201707,still together,,,,,
4317556,4317556_6,qualified,yes,201707,partner passed away,,,,,
4320771,4320771_6,qualified,yes,201707,still together,,,,,
4331731,4331731_6,qualified,yes,201707,still together,,,,,
4332581,4332581_6,qualified,yes,201707,still together,,,,,
4344621,4344621_6,qualified,yes,201707,still together,,,,,
4346371,4346371_6,qualified,yes,201707,still together,,,,,
4354641,4354641_6,qualified,yes,201707,still together,,,,,
4355611,4355611_6,qualified,yes,201707,still together,,,,,
4367541,4367541_6,qualified,yes,201707,still together,,,,,
4370581,4370581_6,qualified,yes,201707,still together,,,,,
4372371,4372371_6,qualified,yes,201707,still together,,,,,
4381301,4381301_6,qualified,yes,201707,still together,,,,,
4384351,4384351_6,qualified,yes,201707,still together,,,,,
4386461,4386461_6,qualified,yes,201707,still together,,,,,
4390521,4390521_6,qualified,yes,201707,broke up,,,2016.0,August,
4394621,4394621_6,qualified,yes,201707,still together,,,,,
4395551,4395551_6,qualified,yes,201707,still together,,,,,
4398711,4398711_6,qualified,yes,201707,still together,,,,,
4399291,4399291_6,qualified,yes,201707,still together,,,,,
4402581,4402581_6,qualified,yes,201707,still together,,,,,
4412621,4412621_6,qualified,yes,201707,still together,,,,,
4423471,4423471_6,qualified,yes,201707,still together,,,,,
4431503,4431503_6,qualified,yes,201707,still together,,,,,
4442531,4442531_6,qualified,yes,201707,still together,,,,,
4454501,4454501_6,qualified,yes,201707,still together,,,,,
4463541,4463541_6,qualified,yes,201707,still together,,,,,
4464341,4464341_6,qualified,yes,201707,still together,,,,,
4470571,4470571_6,qualified,yes,201707,still together,,,,,
4486613,4486613_6,qualified,yes,201707,still together,,,,,
4490391,4490391_6,qualified,yes,201707,still together,,,,,
4500533,4500533_6,qualified,yes,201707,still together,,,,,
4514371,4514371_6,qualified,yes,201707,still together,,,,,
4520291,4520291_6,qualified,yes,201707,still together,,,,,
4524561,4524561_6,qualified,yes,201707,still together,,,,,
4526441,4526441_6,qualified,yes,201707,still together,,,,,
4529391,4529391_6,qualified,yes,201707,still together,,,,,
4530271,4530271_6,qualified,yes,201707,still together,,,,,
4537711,4537711_6,qualified,yes,201707,still together,,,,,
4553431,4553431_6,qualified,yes,201707,still together,,,,,
4558443,4558443_6,qualified,yes,201708,broke up,,,2016.0,May,
4563631,4563631_6,qualified,yes,201707,still together,,,,,
4583501,4583501_6,qualified,yes,201708,broke up,,,2015.0,November,
4597381,4597381_6,qualified,yes,201707,still together,,,,,
4613511,4613511_6,qualified,yes,201707,still together,,,,,
4621371,4621371_6,qualified,yes,201707,still together,,,,,
